	Organism	Txid	Temp	OGT	Source	Features
1448	Mycoplasma arthritidis 158L3-1	243272		37.0		{'GenomicID': 'NC_011025.1', 'BioProjectID': 58005}
1449	Prosthecochloris aestuarii DSM 271	290512		30.0		{'GenomicID': 'NC_011059.1', 'BioProjectID': 58151}
1450	Pelodictyon phaeoclathratiforme BU-1	324925		20.0		{'GenomicID': 'NC_011060.1', 'BioProjectID': 58173}
1451	Phenylobacterium zucineum HLK1	450851		37.0		{'GenomicID': 'NC_011144.1', 'BioProjectID': 58959}
1452	Geobacter bemidjiensis Bem	404380		30.0		{'GenomicID': 'NC_011146.1', 'BioProjectID': 58749}
1453	Coprothermobacter proteolyticus DSM 5265	309798		63.0		{'GenomicID': 'NC_011295.1', 'BioProjectID': 59253}
1454	Dictyoglomus thermophilum H-6-12	309799		78.0		{'GenomicID': 'NC_011297.1', 'BioProjectID': 59439}
1455	Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575		37.0		{'GenomicID': 'NC_011374.1', 'BioProjectID': 59011}
1456	Neisseria gonorrhoeae NCCP11945	521006		36.0		{'GenomicID': 'NC_011035.1', 'BioProjectID': 59191}
1457	Pediococcus pentosaceus ATCC 25745	278197		30.0		{'GenomicID': 'NC_008525.1', 'BioProjectID': 57981}
1458	Rhodospirillum centenum SW	414684		41.0		{'GenomicID': 'NC_011420.2', 'BioProjectID': 58805}
1459	Escherichia coli O127:H6 str. E2348/69	574521		37.0		{'GenomicID': 'NC_011601.1', 'BioProjectID': 59343}
1460	Thermosipho africanus TCF52B	484019		75.0		{'GenomicID': 'NC_011653.1', 'BioProjectID': 59095}
1461	Methylobacterium extorquens CM4	440085		30.0		{'GenomicID': 'NC_011757.1', 'BioProjectID': 58933}
1462	Acidithiobacillus ferrooxidans ATCC 23270	243159		32.5		{'GenomicID': 'NC_011761.1', 'BioProjectID': 57649}
1463	Desulfitobacterium hafniense DCB-2	272564		37.5		{'GenomicID': 'NC_011830.1', 'BioProjectID': 57749}
1464	Thermomicrobium roseum DSM 5159	309801		70.0		{'GenomicID': 'NC_011959.1', 'BioProjectID': 59341}
1465	Mycobacterium tuberculosis KZN 4207	478433		37.0		{'GenomicID': 'NC_016768.1', 'BioProjectID': 83619}
1466	Bacillus cereus F837/76	347495		30.0		{'GenomicID': 'NC_016779.1', 'BioProjectID': 83611}
1467	Hydrogenobacter thermophilus TK-6	608538		72.5		{'GenomicID': 'NC_017161.1', 'BioProjectID': 159875}
1468	Sinorhizobium meliloti SM11	707241		27.5		{'GenomicID': 'NC_017325.1', 'BioProjectID': 159685}
1469	Helicobacter pylori 83	585538		37.0		{'GenomicID': 'NC_017375.1', 'BioProjectID': 161153}
1470	Helicobacter pylori 51	290847		37.0		{'GenomicID': 'NC_017382.1', 'BioProjectID': 161925}
1471	Staphylococcus aureus subsp. aureus TCH60	548473		33.5		{'GenomicID': 'NC_017342.1', 'BioProjectID': 159859}
1472	Fibrobacter succinogenes subsp. succinogenes S85	59374		37.0		{'GenomicID': 'NC_017448.1', 'BioProjectID': 161919}
1473	Haemophilus influenzae R2846	262727		36.0		{'GenomicID': 'NC_017452.1', 'BioProjectID': 161921}
1474	Corynebacterium pseudotuberculosis 267	1089446		37.0		{'GenomicID': 'NC_017462.1', 'BioProjectID': 162175}
1475	Mycoplasma gallisepticum str. F	708616		37.0		{'GenomicID': 'NC_017503.1', 'BioProjectID': 162001}
1476	Mycobacterium tuberculosis CCDC5079	443149		37.0		{'GenomicID': 'NC_017523.1', 'BioProjectID': 161943}
1477	Mycobacterium tuberculosis CTRI-2	707235		37.0		{'GenomicID': 'NC_017524.1', 'BioProjectID': 161997}
1478	Listeria monocytogenes 10403S	393133		33.5		{'GenomicID': 'NC_017544.1', 'BioProjectID': 54461}
1479	Listeria monocytogenes J0161	393130		33.5		{'GenomicID': 'NC_017545.1', 'BioProjectID': 54459}
1480	Listeria monocytogenes FSL R2-561	393126		33.5		{'GenomicID': 'NC_017546.1', 'BioProjectID': 54441}
1481	Listeria monocytogenes Finland 1998	393127		33.5		{'GenomicID': 'NC_017547.1', 'BioProjectID': 54443}
1482	Streptococcus suis GZ1	423211		37.0		{'GenomicID': 'NC_017617.1', 'BioProjectID': 161937}
1483	Escherichia coli BL21(DE3)	469008		37.0		{'GenomicID': 'NC_012971.2', 'BioProjectID': 161947}
1484	Escherichia coli DH1	536056		36.0		{'GenomicID': 'NC_017625.1', 'BioProjectID': 161951}
1485	Escherichia coli O83:H1 str. NRG 857C	685038		35.0		{'GenomicID': 'NC_017634.1', 'BioProjectID': 161987}
1486	Escherichia coli str. K-12 substr. W3110	316407		37.0		{'GenomicID': 'NC_007779.1', 'BioProjectID': 161931}
1487	Corynebacterium pseudotuberculosis 31	1087451		37.0		{'GenomicID': 'NC_017730.1', 'BioProjectID': 162167}
1488	Streptococcus mutans LJ23	1155071		37.0		{'GenomicID': 'NC_017768.1', 'BioProjectID': 162197}
1489	Actinoplanes sp. SE50/110	134676		28.0		{'GenomicID': 'NC_017803.1', 'BioProjectID': 162333}
1490	Bifidobacterium animalis subsp. animalis ATCC 25527	703613		39.5		{'GenomicID': 'NC_017834.1', 'BioProjectID': 162513}
1491	Bifidobacterium animalis subsp. lactis B420	1168290		39.5		{'GenomicID': 'NC_017866.1', 'BioProjectID': 163691}
1492	Bifidobacterium animalis subsp. lactis Bi-07	742729		39.5		{'GenomicID': 'NC_017867.1', 'BioProjectID': 163693}
1493	Corynebacterium pseudotuberculosis 258	1168865		37.0		{'GenomicID': 'NC_017945.1', 'BioProjectID': 167260}
1494	Belliella baltica DSM 15883	866536		25.0		{'GenomicID': 'NC_018010.1', 'BioProjectID': 168182}
1495	Corynebacterium pseudotuberculosis Cp162	1161911		37.0		{'GenomicID': 'NC_018019.1', 'BioProjectID': 168258}
1496	Pseudomonas stutzeri CCUG 29243	1196835		30.0		{'GenomicID': 'NC_018028.1', 'BioProjectID': 168379}
1497	Mycobacterium tuberculosis KZN 605	478435		37.0		{'GenomicID': 'NC_018078.1', 'BioProjectID': 54947}
1498	Streptococcus mutans GS-5	1198676		37.0		{'GenomicID': 'NC_018089.1', 'BioProjectID': 169223}
1499	Pseudomonas stutzeri DSM 10701	1123519		30.0		{'GenomicID': 'NC_018177.1', 'BioProjectID': 170940}
1500	Synechococcus sp. PCC 7002	32049		38.0		{'GenomicID': 'NC_010475.1', 'BioProjectID': 59137}
1501	Rhodococcus jostii RHA1	101510		30.0		{'GenomicID': 'NC_008268.1', 'BioProjectID': 58325}
1502	Xylella fastidiosa 9a5c	160492		27.0		{'GenomicID': 'NC_002488.3', 'BioProjectID': 57849}
1503	Nocardioides sp. JS614	196162		30.0		{'GenomicID': 'NC_008699.1', 'BioProjectID': 58149}
1504	Tropheryma whipplei str. Twist	203267		37.0		{'GenomicID': 'NC_004572.3', 'BioProjectID': 57705}
1505	Clostridium tetani E88	212717		37.0		{'GenomicID': 'NC_004557.1', 'BioProjectID': 57683}
1506	Listeria innocua Clip11262	272626		33.5		{'GenomicID': 'NC_003212.1', 'BioProjectID': 61567}
1507	Rhodobacter capsulatus SB 1003	272942		30.0		{'GenomicID': 'NC_014034.1', 'BioProjectID': 47509}
1508	Rhodopseudomonas palustris HaA2	316058		27.5		{'GenomicID': 'NC_007778.1', 'BioProjectID': 58439}
1509	Deinococcus geothermalis DSM 11300	319795		47.0		{'GenomicID': 'NC_008025.1', 'BioProjectID': 58275}
1510	Ramlibacter tataouinensis TTB310	365046		30.0		{'GenomicID': 'NC_015677.1', 'BioProjectID': 68279}
1511	Bacillus cereus B4264	405532		37.0		{'GenomicID': 'NC_011725.1', 'BioProjectID': 58757}
1512	Mycobacterium tuberculosis CCDC5180	443150		37.0		{'GenomicID': 'NC_017522.1', 'BioProjectID': 161941}
1513	Streptococcus pneumoniae ST556	1130804		37.0		{'GenomicID': 'NC_017769.1', 'BioProjectID': 162191}
1514	Bacillus subtilis QB928	1220533		37.0		{'GenomicID': 'NC_018520.1', 'BioProjectID': 173926}
1515	Riemerella anatipestifer ATCC 11845 = DSM 15868	693978		37.0		{'GenomicID': 'NC_014738.1', 'BioProjectID': 60727}
1516	Lactobacillus reuteri I5007	1340495		37.0		{'GenomicID': 'NC_021494.1', 'BioProjectID': 208677}
1517	Pseudomonas putida NBRC 14164	1211579		27.5		{'GenomicID': 'NC_021505.1', 'BioProjectID': 208670}
1518	Exiguobacterium antarcticum B7	1087448		37.0		{'GenomicID': 'NC_018665.1', 'BioProjectID': 176125}
1519	Acidovorax sp. KKS102	358220		32.0		{'GenomicID': 'NC_018708.1', 'BioProjectID': 176500}
1520	Psychroflexus torquis ATCC 700755	313595		7.5		{'GenomicID': 'NC_018721.1', 'BioProjectID': 54205}
1521	Neisseria gonorrhoeae FA 1090	242231		36.0		{'GenomicID': 'NC_002946.2', 'BioProjectID': 57611}
1522	Lactococcus lactis subsp. cremoris UC509.9	1111678		30.0		{'GenomicID': 'NC_019435.1', 'BioProjectID': 179384}
1523	Francisella tularensis subsp. holarctica F92	1232394		37.0		{'GenomicID': 'NC_019537.1', 'BioProjectID': 181998}
1524	Bdellovibrio bacteriovorus str. Tiberius	1069642		29.0		{'GenomicID': 'NC_019567.1', 'BioProjectID': 182482}
1525	Yersinia pestis CO92	214092		29.0		{'GenomicID': 'NC_003143.1', 'BioProjectID': 57621}
1526	Coxiella burnetii RSA 493	227377		37.0		{'GenomicID': 'NC_002971.3', 'BioProjectID': 57631}
1527	Chlamydia trachomatis D/UW-3/CX	272561		37.0		{'GenomicID': 'NC_000117.1', 'BioProjectID': 57637}
1528	Enterococcus faecalis V583	226185		37.0		{'GenomicID': 'NC_004668.1', 'BioProjectID': 57669}
1529	Sinorhizobium meliloti GR4	1235461		28.0		{'GenomicID': 'NC_019845.1', 'BioProjectID': 184823}
1530	Peptoclostridium difficile 630	272563		37.0		{'GenomicID': 'NC_009089.1', 'BioProjectID': 57679}
1531	Lactobacillus acidophilus NCFM	272621		30.0		{'GenomicID': 'NC_006814.3', 'BioProjectID': 57685}
1532	Yersinia enterocolitica subsp. enterocolitica 8081	393305		29.0		{'GenomicID': 'NC_008800.1', 'BioProjectID': 57741}
1533	Rhizobium tropici CIAT 899	698761		27.5		{'GenomicID': 'NC_020059.1', 'BioProjectID': 185179}
1534	Salmonella enterica subsp. enterica serovar Typhi str. CT18	220341		37.0		{'GenomicID': 'NC_003198.1', 'BioProjectID': 57793}
1535	Myxococcus stipitatus DSM 14675	1278073		30.0		{'GenomicID': 'NC_020126.1', 'BioProjectID': 186549}
1536	Lawsonia intracellularis N343	1234378		37.0		{'GenomicID': 'NC_020127.1', 'BioProjectID': 186598}
1537	Mycobacterium liflandii 128FXT	459424		32.0		{'GenomicID': 'NC_020133.1', 'BioProjectID': 59005}
1538	Streptomyces coelicolor A3(2)	100226		30.0		{'GenomicID': 'NC_003888.3', 'BioProjectID': 57801}
1539	Chlamydophila pneumoniae CWL029	115713		37.0		{'GenomicID': 'NC_000922.1', 'BioProjectID': 57811}
1540	Neisseria meningitidis MC58	122586		36.0		{'GenomicID': 'NC_003112.2', 'BioProjectID': 57817}
1541	Staphylococcus epidermidis ATCC 12228	176280		33.5		{'GenomicID': 'NC_004461.1', 'BioProjectID': 57861}
1542	Caulobacter crescentus CB15	190650		35.0		{'GenomicID': 'NC_002696.2', 'BioProjectID': 57891}
1543	Bifidobacterium longum NCC2705	206672		39.0		{'GenomicID': 'NC_004307.2', 'BioProjectID': 57939}
1544	Streptococcus agalactiae 2603V/R	208435		37.0		{'GenomicID': 'NC_004116.1', 'BioProjectID': 57943}
1545	Pseudomonas aeruginosa PAO1	208964		27.5		{'GenomicID': 'NC_002516.2', 'BioProjectID': 57945}
1546	Streptococcus mutans UA159	210007		37.0		{'GenomicID': 'NC_004350.2', 'BioProjectID': 57947}
1547	Geobacillus sp. GHH01	1233873		80.0		{'GenomicID': 'NC_020210.1', 'BioProjectID': 188479}
1548	Corynebacterium urealyticum DSM 7111	1267754		37.0		{'GenomicID': 'NC_020230.1', 'BioProjectID': 188688}
1549	Bacillus cereus ATCC 14579	226900		30.0		{'GenomicID': 'NC_004722.1', 'BioProjectID': 57975}
1550	Lactobacillus casei ATCC 334	321967		35.0		{'GenomicID': 'NC_008526.1', 'BioProjectID': 57985}
1551	Corynebacterium halotolerans YIM 70093 = DSM 44683	1121362		28.0		{'GenomicID': 'NC_020302.1', 'BioProjectID': 189953}
1552	Bacteroides fragilis YCH46	295405		37.0		{'GenomicID': 'NC_006347.1', 'BioProjectID': 58195}
1553	Acinetobacter baumannii SDF	509170		37.0		{'GenomicID': 'NC_010400.1', 'BioProjectID': 61601}
1554	Shigella dysenteriae Sd197	300267		37.0		{'GenomicID': 'NC_007606.1', 'BioProjectID': 58213}
1555	Shewanella piezotolerans WP3	225849		17.5		{'GenomicID': 'NC_011566.1', 'BioProjectID': 58745}
1556	Staphylococcus epidermidis RP62A	176279		33.5		{'GenomicID': 'NC_002976.3', 'BioProjectID': 57663}
1557	Sinorhizobium medicae WSM419	366394		28.0		{'GenomicID': 'NC_009636.1', 'BioProjectID': 58549}
1558	Streptococcus suis 05ZYH33	391295		37.0		{'GenomicID': 'NC_009442.1', 'BioProjectID': 58663}
1559	Clostridium botulinum A str. Hall	441771		37.0		{'GenomicID': 'NC_009698.1', 'BioProjectID': 58931}
1560	Legionella pneumophila subsp. pneumophila LPE509	1312904		36.0		{'GenomicID': 'NC_020521.1', 'BioProjectID': 193710}
1561	Sinorhizobium meliloti 2011	1286640		28.0		{'GenomicID': 'NC_020528.1', 'BioProjectID': 193772}
1562	Clostridium botulinum A str. ATCC 3502	413999		37.0		{'GenomicID': 'NC_009495.1', 'BioProjectID': 61579}
1563	Xanthomonas citri subsp. citri Aw12879	1137651		28.0		{'GenomicID': 'NC_020815.1', 'BioProjectID': 194444}
1564	Shigella flexneri 2a str. 301	198214		37.0		{'GenomicID': 'NC_004337.2', 'BioProjectID': 62907}
1565	Bacillus subtilis subsp. subtilis str. BAB-1	1302650		37.0		{'GenomicID': 'NC_020832.1', 'BioProjectID': 195461}
1566	Pseudomonas denitrificans ATCC 13867	1294143		30.0		{'GenomicID': 'NC_020829.1', 'BioProjectID': 195459}
1567	Mannheimia haemolytica M42548	1316932		37.0		{'GenomicID': 'NC_021082.1', 'BioProjectID': 198769}
1568	Azotobacter vinelandii CA	1283330		30.0		{'GenomicID': 'NC_021149.1', 'BioProjectID': 198829}
1569	Azotobacter vinelandii CA6	1283331		30.0		{'GenomicID': 'NC_021150.1', 'BioProjectID': 198830}
1570	Lactobacillus acidophilus La-14	1314884		30.0		{'GenomicID': 'NC_021181.2', 'BioProjectID': 201479}
1571	Clostridium pasteurianum BC1	86416		30.0		{'GenomicID': 'NC_021182.1', 'BioProjectID': 201478}
1572	Sorangium cellulosum So0157-2	1254432		30.0		{'GenomicID': 'NC_021658.1', 'BioProjectID': 210741}
1573	Corynebacterium terpenotabidum Y-11	1200352		28.0		{'GenomicID': 'NC_021663.1', 'BioProjectID': 210639}
1574	Corynebacterium glutamicum MB001	1310161		30.0		{'GenomicID': 'NC_022040.1', 'BioProjectID': 214793}
1575	Paracoccus aminophilus JCM 7686	1367847		30.0		{'GenomicID': 'NC_022041.1', 'BioProjectID': 214795}
1576	Borrelia burgdorferi CA382	1328311		36.0		{'GenomicID': 'NC_022048.1', 'BioProjectID': 214794}
1577	Rhodococcus erythropolis CCM2595	1136179		30.0		{'GenomicID': 'NC_022115.1', 'BioProjectID': 216088}
1578	Corynebacterium argentoratense DSM 44202	1348662		37.0		{'GenomicID': 'NC_022198.1', 'BioProjectID': 217419}
1579	Mycobacterium tuberculosis str. Haarlem	395095		37.0		{'GenomicID': 'NC_022350.1', 'BioProjectID': 54453}
1580	Campylobacter jejuni subsp. jejuni 00-2538	1380768		42.0		{'GenomicID': 'NC_022351.2', 'BioProjectID': 219325}
1581	Campylobacter jejuni subsp. jejuni 00-2426	1380767		42.0		{'GenomicID': 'NC_022352.2', 'BioProjectID': 219324}
1582	Campylobacter jejuni subsp. jejuni 00-2544	1383068		42.0		{'GenomicID': 'NC_022353.2', 'BioProjectID': 219326}
1583	Campylobacter jejuni subsp. jejuni 00-2425	1357994		42.0		{'GenomicID': 'NC_022362.2', 'BioProjectID': 219359}
1584	Chlamydia pecorum W73	1234368		37.0		{'GenomicID': 'NC_022440.1', 'BioProjectID': 221291}
1585	Chlamydia pecorum P787	1234369		37.0		{'GenomicID': 'NC_022441.1', 'BioProjectID': 221292}
1586	Chlamydia pecorum PV3056/3	1234367		37.0		{'GenomicID': 'NC_022439.1', 'BioProjectID': 221290}
1587	Bifidobacterium animalis subsp. lactis ATCC 27673	1167629		37.0		{'GenomicID': 'NC_022523.1', 'BioProjectID': 222803}
1588	Gloeobacter kilaueensis JS1	1183438		28.0		{'GenomicID': 'NC_022600.1', 'BioProjectID': 225602}
1589	Actinoplanes friuliensis DSM 7358	1246995		28.0		{'GenomicID': 'NC_022657.1', 'BioProjectID': 226110}
1590	Escherichia coli JJ1886	1355100		37.0		{'GenomicID': 'NC_022648.1', 'BioProjectID': 226103}
1591	Dehalococcoides mccartyi GY50	1388758		30.0		{'GenomicID': 'NC_022964.1', 'BioProjectID': 230266}
1592	Hyphomicrobium nitrativorans NL23	1029756		30.0		{'GenomicID': 'NC_022997.1', 'BioProjectID': 230615}
1593	Francisella noatunensis subsp. orientalis LADL--07-285A	1356861		25.0		{'GenomicID': 'NC_023029.1', 'BioProjectID': 231515}
1594	Spirochaeta sp. L21-RPul-D2	1307761		35.0		{'GenomicID': 'NC_023035.1', 'BioProjectID': 231658}
1595	Ehrlichia muris AS145	1423892		37.0		{'GenomicID': 'NC_023063.1', 'BioProjectID': 232250}
1596	Phaeobacter gallaeciensis DSM 26640	1423144		28.0		{'GenomicID': 'NC_023137.1', 'BioProjectID': 232357}
1597	Lachnoclostridium phytofermentans ISDg	357809		37.0		{'GenomicID': 'NC_010001.1', 'BioProjectID': 58519}
1598	Pectobacterium atrosepticum SCRI1043	218491		28.5		{'GenomicID': 'NC_004547.2', 'BioProjectID': 57957}
1599	Anaplasma phagocytophilum str. HZ	212042		37.0		{'GenomicID': 'NC_007797.1', 'BioProjectID': 57951}
1600	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940		32.0		{'GenomicID': 'NC_009664.2', 'BioProjectID': 58067}
1601	Marinobacter hydrocarbonoclasticus VT8	351348		30.0		{'GenomicID': 'NC_008740.1', 'BioProjectID': 59419}
1602	Lactobacillus gasseri ATCC 33323 = JCM 1131	324831		30.0		{'GenomicID': 'NC_008530.1', 'BioProjectID': 57687}
1603	Ralstonia eutropha H16	381666		30.0		{'GenomicID': 'NC_008313.1', 'BioProjectID': 62925}
1604	Gluconacetobacter diazotrophicus PA1 5	272568		30.0		{'GenomicID': 'NC_010125.1', 'BioProjectID': 61587}
1605	Mycoplasma pulmonis UAB CTIP	272635		37.0		{'GenomicID': 'NC_002771.1', 'BioProjectID': 61569}
1606	Streptomyces avermitilis MA-4680 = NBRC 14893	227882		30.0		{'GenomicID': 'NC_003155.4', 'BioProjectID': 57739}
1607	Ruminiclostridium thermocellum ATCC 27405	203119		60.0		{'GenomicID': 'NC_009012.1', 'BioProjectID': 57917}
1608	Moorella thermoacetica ATCC 39073	264732		58.0		{'GenomicID': 'NC_007644.1', 'BioProjectID': 58051}
1609	Clostridium botulinum B str. Eklund 17B (NRP)	935198		37.0		{'GenomicID': 'NC_010674.1', 'BioProjectID': 59159}
1610	Proteus mirabilis HI4320	529507		37.0		{'GenomicID': 'NC_010554.1', 'BioProjectID': 61599}
1611	Neisseria meningitidis FAM18	272831		36.0		{'GenomicID': 'NC_008767.1', 'BioProjectID': 57825}
1612	Streptococcus pneumoniae ATCC 700669	561276		32.5		{'GenomicID': 'NC_011900.1', 'BioProjectID': 59287}
1613	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594	476213		37.0		{'GenomicID': 'NC_012125.1', 'BioProjectID': 59063}
1614	Dinoroseobacter shibae DFL 12 = DSM 16493	398580		33.0		{'GenomicID': 'NC_009952.1', 'BioProjectID': 58707}
1615	Dehalococcoides mccartyi 195	243164		35.0		{'GenomicID': 'NC_002936.3', 'BioProjectID': 57763}
1616	Bordetella avium 197N	360910		36.0		{'GenomicID': 'NC_010645.1', 'BioProjectID': 61563}
1617	Sphaerochaeta coccoides DSM 17374	760011		30.0		{'GenomicID': 'NC_015436.1', 'BioProjectID': 66331}
1618	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	264203		27.5		{'GenomicID': 'NC_006526.2', 'BioProjectID': 58095}
1619	Chlamydia muridarum str. Nigg	243161		37.0		{'GenomicID': 'NC_002620.2', 'BioProjectID': 57785}
1620	Shewanella woodyi ATCC 51908	392500		25.0		{'GenomicID': 'NC_010506.1', 'BioProjectID': 58721}
1621	Thermotoga sp. RQ2	126740		79.0		{'GenomicID': 'NC_010483.1', 'BioProjectID': 58935}
1622	Hydrogenobaculum sp. Y04AAS1	380749		58.0		{'GenomicID': 'NC_011126.1', 'BioProjectID': 58857}
1623	Listeria monocytogenes HCC23	552536		33.5		{'GenomicID': 'NC_011660.1', 'BioProjectID': 59203}
1624	[Clostridium] saccharolyticum WM1	610130		37.0		{'GenomicID': 'NC_014376.1', 'BioProjectID': 51419}
1625	Mycobacterium leprae Br4923	561304		37.0		{'GenomicID': 'NC_011896.1', 'BioProjectID': 59293}
1626	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	391904		39.0		{'GenomicID': 'NC_011593.1', 'BioProjectID': 58677}
1627	Erysipelothrix rhusiopathiae str. Fujisawa	650150		33.5		{'GenomicID': 'NC_015601.1', 'BioProjectID': 68021}
1628	Salmonella bongori NCTC 12419	218493		37.0		{'GenomicID': 'NC_015761.1', 'BioProjectID': 70155}
1629	Chlamydophila pneumoniae AR39	115711		37.0		{'GenomicID': 'NC_002179.2', 'BioProjectID': 57809}
1630	Mycoplasma hyopneumoniae 232	295358		37.0		{'GenomicID': 'NC_006360.1', 'BioProjectID': 58205}
1631	Campylobacter hominis ATCC BAA-381	360107		37.0		{'GenomicID': 'NC_009714.1', 'BioProjectID': 58981}
1632	Caldanaerobacter subterraneus subsp. tengcongensis MB4	273068		75.0		{'GenomicID': 'NC_003869.1', 'BioProjectID': 57813}
1633	Methylophaga frappieri	754477		34.0		{'GenomicID': 'NC_017856.1', 'BioProjectID': 162949}
1634	Methylophaga nitratireducenticrescens	754476		30.0		{'GenomicID': 'NC_017857.1', 'BioProjectID': 162947}
1635	[Clostridium] acidurici 9a	1128398		37.0		{'GenomicID': 'NC_018664.1', 'BioProjectID': 176126}
1636	[Clostridium] stercorarium subsp. stercorarium DSM 8532	1121335		65.0		{'GenomicID': 'NC_020134.1', 'BioProjectID': 186819}
1637	Haemophilus influenzae R2866	262728		36.0		{'GenomicID': 'NC_017451.1', 'BioProjectID': 161923}
1638	Fretibacterium fastidiosum	651822		37.0		{'GenomicID': 'NC_021038.1', 'BioProjectID': 197182}
1639	[Clostridium] cf. saccharolyticum K10	717608		37.0		{'GenomicID': 'NC_021047.1', 'BioProjectID': 197201}
1640	Pseudomonas fluorescens SBW25	216595		27.5		{'GenomicID': 'NC_012660.1', 'BioProjectID': 158693}
1641	Paenibacillus polymyxa CR1	1429244		37.0		{'GenomicID': 'NC_023037.2', 'BioProjectID': 231659}
1642	Bradyrhizobium diazoefficiens USDA 110	224911		27.5		{'GenomicID': 'NC_004463.1', 'BioProjectID': 57599}
1643	Chloroflexus aurantiacus J-10-fl	324602		56.0		{'GenomicID': 'NC_010175.1', 'BioProjectID': 57657}
1644	Bacillus subtilis subsp. subtilis str. 168	224308		30.0		{'GenomicID': 'NC_000964.3', 'BioProjectID': 57675}
